                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                0.45426,                0.33048,                0.91534,                0.93746,                0.80794,                0.86631,                0.78668,                0.48913,                 0.4799,                0.92078,             3.5058e-05,             3.5058e-05,             3.5058e-05
                    144,                0.45809,                0.33754,                0.92213,                0.94356,                0.80573,                0.86588,                0.78752,                0.48539,                 0.4786,                0.91601,             3.4474e-05,             3.4474e-05,             3.4474e-05
                    145,                0.44934,                0.32685,                0.91251,                0.94432,                0.80421,                0.86337,                0.78567,                0.48331,                0.48008,                0.91725,              3.389e-05,              3.389e-05,              3.389e-05
                    146,                0.45303,                0.32857,                0.91487,                0.94426,                0.80385,                0.86228,                0.78591,                0.48338,                0.47732,                0.92032,             3.3306e-05,             3.3306e-05,             3.3306e-05
                    147,                0.45359,                0.32678,                0.91522,                 0.9479,                0.80422,                0.86496,                0.78592,                0.48227,                0.47789,                0.92064,             3.2721e-05,             3.2721e-05,             3.2721e-05
                    148,                 0.4477,                0.32474,                0.91257,                0.94552,                 0.8019,                0.86349,                0.78469,                0.48524,                  0.484,                0.92304,             3.2137e-05,             3.2137e-05,             3.2137e-05
                    149,                   0.44,                 0.3197,                0.90838,                0.94503,                0.80401,                0.86421,                0.78795,                0.48072,                0.47835,                0.91947,             3.1553e-05,             3.1553e-05,             3.1553e-05
                    150,                0.44823,                0.32609,                0.91265,                0.94144,                0.80289,                0.86308,                0.78841,                0.47513,                0.47503,                0.91422,             3.0969e-05,             3.0969e-05,             3.0969e-05
                    151,                0.43968,                0.32278,                0.91171,                0.94169,                0.80206,                0.86549,                0.79043,                0.47447,                0.47792,                0.91756,             3.0385e-05,             3.0385e-05,             3.0385e-05
                    152,                0.43281,                0.31424,                0.90762,                0.94823,                0.80717,                0.86562,                0.79123,                 0.4763,                0.47711,                0.91994,             2.9801e-05,             2.9801e-05,             2.9801e-05
                    153,                0.44101,                0.31769,                0.90403,                0.94599,                0.80544,                0.86554,                0.79153,                0.47234,                0.47513,                0.91621,             2.9217e-05,             2.9217e-05,             2.9217e-05
                    154,                0.43655,                0.31559,                 0.9064,                0.94334,                 0.8072,                0.86505,                0.79161,                0.46943,                0.47491,                0.91426,             2.8633e-05,             2.8633e-05,             2.8633e-05
                    155,                0.43287,                 0.3129,                0.90491,                0.94102,                0.80839,                0.86466,                0.79158,                0.46731,                0.47361,                0.91272,             2.8049e-05,             2.8049e-05,             2.8049e-05
                    156,                0.43429,                0.31154,                0.90691,                0.94928,                0.80585,                0.86598,                0.79316,                0.46817,                0.47532,                0.91505,             2.7464e-05,             2.7464e-05,             2.7464e-05
                    157,                0.43063,                 0.3097,                0.90243,                0.94694,                 0.8098,                0.86525,                0.79306,                0.46768,                0.47841,                0.91579,              2.688e-05,              2.688e-05,              2.688e-05
                    158,                0.43204,                0.30808,                0.90584,                0.95177,                0.80588,                0.86594,                0.79438,                0.46328,                0.47642,                 0.9144,             2.6296e-05,             2.6296e-05,             2.6296e-05
                    159,                0.42994,                 0.3092,                0.90612,                0.94887,                0.80567,                0.86547,                 0.7949,                0.46316,                0.47477,                0.91296,             2.5712e-05,             2.5712e-05,             2.5712e-05
                    160,                0.42376,                0.30617,                0.89983,                0.95029,                0.80559,                 0.8653,                0.79546,                0.46278,                0.47306,                0.91378,             2.5128e-05,             2.5128e-05,             2.5128e-05
                    161,                0.42139,                0.30366,                0.90184,                0.95185,                0.80387,                0.86596,                0.79582,                0.46016,                0.47334,                0.91239,             2.4544e-05,             2.4544e-05,             2.4544e-05
                    162,                0.42244,                0.30677,                0.90279,                0.95045,                0.80603,                0.86571,                0.79504,                0.45858,                0.47344,                0.91168,              2.396e-05,              2.396e-05,              2.396e-05
                    163,                0.41737,                 0.2998,                0.89922,                0.94391,                0.80907,                0.86651,                0.79519,                0.45729,                0.47671,                0.90993,             2.3376e-05,             2.3376e-05,             2.3376e-05
                    164,                0.42423,                0.30444,                0.90148,                0.94892,                0.80361,                0.86527,                0.79508,                0.45796,                 0.4785,                0.91101,             2.2792e-05,             2.2792e-05,             2.2792e-05
                    165,                0.41646,                0.29949,                0.89758,                0.95301,                0.80361,                0.86554,                0.79448,                0.45846,                0.47633,                0.91027,             2.2208e-05,             2.2208e-05,             2.2208e-05
                    166,                0.41537,                0.30165,                0.90095,                0.94408,                0.80637,                0.86735,                0.79674,                 0.4552,                0.47305,                0.90761,             2.1624e-05,             2.1624e-05,             2.1624e-05
                    167,                0.41766,                0.29806,                0.89924,                0.94615,                 0.8052,                 0.8688,                0.79816,                0.45569,                0.47104,                0.91079,             2.1039e-05,             2.1039e-05,             2.1039e-05
                    168,                0.41363,                0.29523,                0.89676,                0.94755,                0.80659,                0.86909,                0.79939,                0.45532,                0.47096,                0.90956,             2.0455e-05,             2.0455e-05,             2.0455e-05
                    169,                0.41231,                0.29724,                0.89765,                  0.945,                0.80557,                0.86632,                0.79817,                0.45494,                 0.4744,                0.90895,             1.9871e-05,             1.9871e-05,             1.9871e-05
                    170,                0.40818,                0.29124,                0.89552,                0.94855,                0.80579,                0.86613,                0.79822,                0.45302,                 0.4738,                0.90903,             1.9287e-05,             1.9287e-05,             1.9287e-05
                    171,                0.40682,                0.29243,                0.89621,                0.94682,                0.80488,                0.86739,                0.80011,                0.45041,                0.47388,                0.90819,             1.8703e-05,             1.8703e-05,             1.8703e-05
                    172,                0.41008,                0.29201,                0.89587,                0.93991,                0.80949,                0.86623,                0.80023,                0.44873,                0.47498,                0.90715,             1.8119e-05,             1.8119e-05,             1.8119e-05
                    173,                 0.4017,                0.29238,                0.89486,                0.94637,                0.80324,                0.86714,                0.80099,                 0.4475,                0.47306,                0.90891,             1.7535e-05,             1.7535e-05,             1.7535e-05
                    174,                0.41132,                0.29714,                0.90267,                0.94821,                0.80066,                0.86671,                0.80114,                0.44676,                0.47013,                0.90984,             1.6951e-05,             1.6951e-05,             1.6951e-05
                    175,                0.40079,                0.28758,                0.89325,                0.94674,                0.80224,                0.86723,                0.80266,                0.44557,                0.46831,                0.90926,             1.6367e-05,             1.6367e-05,             1.6367e-05
                    176,                0.40055,                 0.2872,                 0.8961,                0.94098,                0.80737,                0.86709,                0.80222,                0.44699,                0.46936,                0.90951,             1.5783e-05,             1.5783e-05,             1.5783e-05
                    177,                0.39845,                0.28216,                0.88997,                0.94886,                0.80525,                0.86902,                0.80282,                0.44634,                 0.4687,                0.90847,             1.5198e-05,             1.5198e-05,             1.5198e-05
                    178,                0.39751,                0.28521,                0.89249,                0.94671,                0.80579,                0.86928,                0.80378,                  0.446,                0.46537,                0.91078,             1.4614e-05,             1.4614e-05,             1.4614e-05
                    179,                0.39672,                0.28422,                0.89198,                0.94587,                0.80537,                0.86766,                0.80206,                0.44495,                0.46557,                 0.9105,              1.403e-05,              1.403e-05,              1.403e-05
                    180,                0.39397,                 0.2873,                0.89478,                0.94809,                0.80481,                0.86863,                0.80285,                0.44264,                0.46309,                0.90984,             1.3446e-05,             1.3446e-05,             1.3446e-05
                    181,                0.39366,                0.28289,                 0.8888,                0.94445,                0.80695,                0.86835,                 0.8029,                0.44095,                0.46459,                0.90876,             1.2862e-05,             1.2862e-05,             1.2862e-05
                    182,                0.38892,                0.27737,                 0.8888,                0.94269,                0.80766,                0.86726,                0.80269,                0.44145,                0.46957,                0.90848,             1.2278e-05,             1.2278e-05,             1.2278e-05
                    183,                0.39139,                0.27866,                0.89135,                0.93835,                0.80847,                0.86747,                 0.8028,                0.44062,                0.46917,                 0.9085,             1.1694e-05,             1.1694e-05,             1.1694e-05
                    184,                0.38899,                0.27888,                0.89219,                0.93681,                0.81181,                0.86852,                0.80387,                0.43789,                0.46728,                0.90593,              1.111e-05,              1.111e-05,              1.111e-05
                    185,                0.38454,                0.27549,                0.88594,                0.94004,                0.80904,                0.86882,                0.80427,                0.43794,                0.46652,                 0.9062,             1.0526e-05,             1.0526e-05,             1.0526e-05
                    186,                0.38746,                0.27587,                0.89038,                0.94619,                0.80413,                0.86862,                0.80508,                0.43638,                0.46603,                0.90589,             9.9415e-06,             9.9415e-06,             9.9415e-06
                    187,                0.38455,                 0.2747,                0.88713,                0.94594,                0.80373,                0.86972,                0.80584,                0.43545,                0.46388,                0.90479,             9.3574e-06,             9.3574e-06,             9.3574e-06
                    188,                0.38172,                0.27398,                0.88574,                0.95264,                0.80035,                0.86896,                0.80514,                0.43375,                0.46329,                0.90347,             8.7733e-06,             8.7733e-06,             8.7733e-06
                    189,                 0.3801,                0.27315,                0.88298,                0.95191,                0.80144,                0.86967,                 0.8051,                 0.4325,                 0.4624,                0.90199,             8.1892e-06,             8.1892e-06,             8.1892e-06
                    190,                0.37893,                0.26951,                0.88398,                0.95055,                0.80069,                0.86879,                0.80538,                 0.4334,                0.46388,                0.90165,             7.6051e-06,             7.6051e-06,             7.6051e-06
                    191,                0.33884,                0.21564,                0.83354,                0.94142,                 0.8135,                0.86826,                0.80326,                0.43624,                0.46392,                0.90493,              7.021e-06,              7.021e-06,              7.021e-06
                    192,                0.33397,                 0.2084,                0.83199,                 0.9421,                0.81122,                 0.8672,                 0.8017,                0.43865,                0.46413,                0.90686,             6.4369e-06,             6.4369e-06,             6.4369e-06
                    193,                0.33196,                0.20786,                0.82879,                0.94232,                0.80976,                0.86788,                 0.8017,                0.44012,                0.46232,                0.90849,             5.8528e-06,             5.8528e-06,             5.8528e-06
                    194,                0.33083,                0.20719,                0.83229,                0.94329,                0.80844,                  0.868,                0.80203,                0.43955,                 0.4651,                0.90751,             5.2687e-06,             5.2687e-06,             5.2687e-06
                    195,                0.32441,                0.20415,                 0.8284,                0.94463,                0.80731,                 0.8678,                0.80197,                 0.4377,                0.46365,                0.90688,             4.6846e-06,             4.6846e-06,             4.6846e-06
                    196,                 0.3255,                0.21037,                0.83279,                0.94301,                 0.8097,                0.86837,                0.80307,                0.43605,                0.46295,                0.90609,             4.1005e-06,             4.1005e-06,             4.1005e-06
                    197,                0.32098,                0.20241,                0.82874,                0.94708,                 0.8081,                0.86861,                0.80415,                0.43436,                 0.4622,                0.90564,             3.5164e-06,             3.5164e-06,             3.5164e-06
                    198,                0.32168,                0.20331,                0.82878,                0.94483,                0.80933,                0.86896,                0.80494,                0.43314,                0.46051,                0.90543,             2.9323e-06,             2.9323e-06,             2.9323e-06
                    199,                0.31862,                 0.2041,                0.82986,                0.94284,                0.81029,                0.86908,                0.80549,                0.43224,                0.45971,                0.90603,             2.3482e-06,             2.3482e-06,             2.3482e-06
                    200,                0.31857,                0.20411,                0.82875,                0.94242,                0.81128,                 0.8692,                0.80586,                0.43121,                0.45902,                0.90593,             1.7641e-06,             1.7641e-06,             1.7641e-06
